epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,6995.53,0.26479,0.19315,0.79346,0.99896,0.99864,0.995,0.99203,0.15593,0.13529,0.73792,0.005446,0.005446,0.005446
186,7033.61,0.26367,0.19308,0.79365,0.99898,0.99867,0.995,0.99207,0.15554,0.13479,0.73783,0.00542125,0.00542125,0.00542125
187,7070.76,0.26461,0.19368,0.79447,0.99898,0.99867,0.995,0.99207,0.15531,0.13439,0.73777,0.0053965,0.0053965,0.0053965
188,7108.15,0.26276,0.192,0.79298,0.999,0.99867,0.995,0.99205,0.15505,0.13444,0.73764,0.00537175,0.00537175,0.00537175
189,7145.23,0.26103,0.19013,0.79397,0.99917,0.9989,0.995,0.99209,0.15487,0.13405,0.73765,0.005347,0.005347,0.005347
190,7182.46,0.26319,0.19202,0.79364,0.99905,0.99868,0.995,0.99206,0.1547,0.1337,0.73766,0.00532225,0.00532225,0.00532225
191,7219.65,0.26184,0.1904,0.79417,0.99911,0.9989,0.995,0.99204,0.15422,0.13353,0.73759,0.0052975,0.0052975,0.0052975
192,7256.75,0.26308,0.19178,0.79369,0.99916,0.9989,0.995,0.99204,0.15381,0.13323,0.73757,0.00527275,0.00527275,0.00527275
193,7294.12,0.2616,0.19091,0.79427,0.99925,0.99884,0.995,0.99204,0.15346,0.13302,0.73756,0.005248,0.005248,0.005248
194,7331.5,0.26012,0.19025,0.79296,0.99924,0.99891,0.995,0.99208,0.15383,0.13321,0.73753,0.00522325,0.00522325,0.00522325
195,7368.72,0.26237,0.19098,0.79426,0.99927,0.99886,0.995,0.99202,0.15404,0.13313,0.73742,0.0051985,0.0051985,0.0051985
196,7407.79,0.2606,0.18982,0.79427,0.99934,0.99882,0.995,0.99204,0.15366,0.13291,0.7374,0.00517375,0.00517375,0.00517375
197,7445.88,0.25894,0.18942,0.79304,0.99927,0.99886,0.995,0.99202,0.15388,0.13271,0.7373,0.005149,0.005149,0.005149
198,7483.45,0.25978,0.18909,0.79302,0.99932,0.99883,0.995,0.99207,0.15399,0.13273,0.73726,0.00512425,0.00512425,0.00512425
199,7520.73,0.25839,0.18878,0.79344,0.9993,0.99884,0.995,0.99206,0.15388,0.13245,0.73723,0.0050995,0.0050995,0.0050995
200,7557.88,0.25893,0.1894,0.79318,0.99925,0.99887,0.995,0.99205,0.15407,0.13252,0.73719,0.00507475,0.00507475,0.00507475
201,7595.02,0.25768,0.1874,0.79353,0.99927,0.99884,0.995,0.99206,0.15417,0.13247,0.73722,0.00505,0.00505,0.00505
202,7632.34,0.25601,0.18725,0.79309,0.99923,0.99888,0.995,0.99206,0.15431,0.13261,0.73716,0.00502525,0.00502525,0.00502525
203,7669.74,0.25799,0.18759,0.79215,0.99922,0.99892,0.995,0.99206,0.15379,0.13231,0.73712,0.0050005,0.0050005,0.0050005
204,7707.1,0.2566,0.1876,0.7942,0.99923,0.99896,0.995,0.99206,0.15381,0.13235,0.73709,0.00497575,0.00497575,0.00497575
205,7743.89,0.25579,0.18667,0.79274,0.99924,0.99896,0.995,0.99206,0.15355,0.13231,0.73707,0.004951,0.004951,0.004951
206,7783.22,0.25527,0.18566,0.79281,0.99923,0.99893,0.995,0.99211,0.15324,0.13212,0.7371,0.00492625,0.00492625,0.00492625
207,7821.31,0.25457,0.18608,0.79262,0.99923,0.99894,0.995,0.99208,0.15339,0.13202,0.73709,0.0049015,0.0049015,0.0049015
208,7858.48,0.25594,0.18709,0.79221,0.99924,0.99891,0.995,0.99209,0.15339,0.13196,0.73712,0.00487675,0.00487675,0.00487675
209,7895.78,0.25451,0.18633,0.79275,0.99923,0.99891,0.995,0.99204,0.15351,0.1322,0.73705,0.004852,0.004852,0.004852
210,7933.55,0.25538,0.18573,0.79286,0.99883,0.99889,0.995,0.99208,0.15335,0.13215,0.73701,0.00482725,0.00482725,0.00482725
211,7971.89,0.25576,0.18654,0.79303,0.99883,0.99888,0.995,0.99208,0.15317,0.132,0.73696,0.0048025,0.0048025,0.0048025
212,8010.77,0.25276,0.18512,0.79241,0.99883,0.99886,0.995,0.99203,0.15284,0.1317,0.73694,0.00477775,0.00477775,0.00477775
213,8049.56,0.25391,0.18544,0.79286,0.99889,0.99885,0.995,0.99206,0.15278,0.13143,0.73694,0.004753,0.004753,0.004753
214,8088.01,0.2519,0.18401,0.79349,0.9989,0.99885,0.995,0.99207,0.15272,0.13147,0.7369,0.00472825,0.00472825,0.00472825
215,8127.27,0.2523,0.18451,0.7926,0.99891,0.99881,0.995,0.99205,0.15261,0.13177,0.73684,0.0047035,0.0047035,0.0047035
216,8164.43,0.25083,0.18321,0.79295,0.99889,0.9989,0.995,0.99208,0.15246,0.13183,0.7368,0.00467875,0.00467875,0.00467875
217,8201.44,0.25059,0.18345,0.79384,0.99889,0.99888,0.995,0.99207,0.1522,0.13152,0.73682,0.004654,0.004654,0.004654
218,8238.21,0.24937,0.18168,0.79328,0.99892,0.99887,0.995,0.99212,0.1521,0.1314,0.73682,0.00462925,0.00462925,0.00462925
219,8275.29,0.25153,0.18363,0.79228,0.9989,0.99885,0.995,0.99211,0.15181,0.13122,0.73682,0.0046045,0.0046045,0.0046045
220,8312.54,0.25046,0.18261,0.79303,0.99892,0.99884,0.995,0.99213,0.15192,0.13128,0.7368,0.00457975,0.00457975,0.00457975
221,8349.07,0.24904,0.18269,0.79187,0.99891,0.99885,0.995,0.99214,0.15146,0.13076,0.73676,0.004555,0.004555,0.004555
222,8386.24,0.24834,0.1814,0.7926,0.99919,0.99899,0.995,0.99212,0.15133,0.13066,0.73675,0.00453025,0.00453025,0.00453025
223,8422.73,0.24736,0.18118,0.79252,0.99927,0.99888,0.995,0.99213,0.15119,0.13044,0.73672,0.0045055,0.0045055,0.0045055
224,8459.62,0.24883,0.18256,0.79347,0.99923,0.99894,0.995,0.99214,0.15113,0.13031,0.73669,0.00448075,0.00448075,0.00448075
225,8496.5,0.24817,0.18081,0.79273,0.99924,0.99892,0.995,0.99214,0.15117,0.13027,0.73667,0.004456,0.004456,0.004456
226,8533.47,0.24907,0.18135,0.79262,0.99932,0.99883,0.995,0.99216,0.15146,0.13032,0.73666,0.00443125,0.00443125,0.00443125
227,8570.39,0.24887,0.18136,0.79162,0.99932,0.99884,0.995,0.99217,0.15115,0.13007,0.73662,0.0044065,0.0044065,0.0044065
228,8607.34,0.24645,0.18001,0.7913,0.99931,0.99888,0.995,0.99217,0.1511,0.13,0.73655,0.00438175,0.00438175,0.00438175
229,8644.35,0.246,0.17989,0.79118,0.99931,0.99886,0.995,0.9922,0.15136,0.13013,0.73654,0.004357,0.004357,0.004357
230,8681.01,0.2461,0.18001,0.79105,0.99933,0.99884,0.995,0.99218,0.15141,0.13015,0.73649,0.00433225,0.00433225,0.00433225
231,8717.82,0.24756,0.18064,0.79091,0.99933,0.99883,0.995,0.99216,0.15157,0.13023,0.73648,0.0043075,0.0043075,0.0043075
232,8754.56,0.24558,0.17986,0.79152,0.99931,0.99886,0.995,0.9922,0.15217,0.13048,0.73644,0.00428275,0.00428275,0.00428275
233,8791.57,0.24647,0.18028,0.79134,0.99933,0.99885,0.995,0.99225,0.15189,0.13016,0.73642,0.004258,0.004258,0.004258
234,8828.15,0.24297,0.17799,0.79228,0.99931,0.99885,0.995,0.99222,0.15203,0.13019,0.7364,0.00423325,0.00423325,0.00423325
235,8864.98,0.2447,0.17951,0.79151,0.99931,0.99883,0.995,0.99223,0.15203,0.13018,0.73636,0.0042085,0.0042085,0.0042085
236,8901.88,0.24434,0.17852,0.79129,0.99934,0.99885,0.995,0.99225,0.15163,0.12994,0.73635,0.00418375,0.00418375,0.00418375
237,8938.49,0.24322,0.17763,0.79236,0.99957,0.99886,0.995,0.99226,0.15167,0.12988,0.73635,0.004159,0.004159,0.004159
238,8975.23,0.24129,0.17728,0.79192,0.99951,0.99895,0.995,0.99225,0.15201,0.12992,0.73633,0.00413425,0.00413425,0.00413425
239,9012.19,0.2429,0.17746,0.7917,0.99951,0.99895,0.995,0.99227,0.15238,0.13017,0.7363,0.0041095,0.0041095,0.0041095
240,9049.06,0.24285,0.17801,0.79196,0.99947,0.99895,0.995,0.99226,0.15211,0.13005,0.73627,0.00408475,0.00408475,0.00408475
241,9085.95,0.24212,0.17717,0.79166,0.9995,0.99895,0.995,0.99224,0.15261,0.13051,0.73628,0.00406,0.00406,0.00406
242,9122.49,0.24056,0.17642,0.79256,0.99948,0.99893,0.995,0.99226,0.15228,0.13032,0.73628,0.00403525,0.00403525,0.00403525
243,9159.6,0.24038,0.17564,0.79138,0.9995,0.99893,0.995,0.99229,0.1527,0.13057,0.73625,0.0040105,0.0040105,0.0040105
244,9196.26,0.23982,0.17585,0.79223,0.99949,0.99891,0.995,0.9923,0.15241,0.13061,0.73619,0.00398575,0.00398575,0.00398575
245,9233.16,0.24126,0.17695,0.79274,0.99949,0.99892,0.995,0.99227,0.15257,0.1305,0.73619,0.003961,0.003961,0.003961
246,9270.22,0.24292,0.17734,0.79359,0.99949,0.99891,0.995,0.9923,0.1524,0.13057,0.73617,0.00393625,0.00393625,0.00393625
247,9307.17,0.2389,0.17552,0.79106,0.9995,0.99889,0.995,0.99232,0.15252,0.13072,0.73618,0.0039115,0.0039115,0.0039115
248,9343.63,0.23715,0.17359,0.79063,0.99951,0.9989,0.995,0.9923,0.15306,0.13079,0.73616,0.00388675,0.00388675,0.00388675
249,9380.5,0.23857,0.17454,0.79091,0.99951,0.9989,0.995,0.99231,0.15304,0.13082,0.73617,0.003862,0.003862,0.003862
250,9417.49,0.238,0.17456,0.79004,0.99951,0.9989,0.995,0.99235,0.15357,0.13102,0.73611,0.00383725,0.00383725,0.00383725
251,9454.08,0.23692,0.1734,0.79161,0.99951,0.9989,0.995,0.99232,0.15427,0.1314,0.73605,0.0038125,0.0038125,0.0038125
252,9491.09,0.23874,0.17462,0.79171,0.99953,0.9989,0.995,0.99236,0.15478,0.13184,0.73603,0.00378775,0.00378775,0.00378775
253,9528.08,0.2384,0.17442,0.79035,0.99953,0.99889,0.995,0.99235,0.15473,0.13184,0.73602,0.003763,0.003763,0.003763
254,9564.93,0.23592,0.17201,0.7914,0.99953,0.99889,0.995,0.99235,0.15473,0.13189,0.73601,0.00373825,0.00373825,0.00373825
255,9601.44,0.23588,0.17324,0.79132,0.99955,0.99889,0.995,0.99239,0.15536,0.13227,0.73595,0.0037135,0.0037135,0.0037135
256,9638.62,0.23666,0.17292,0.79117,0.99955,0.99889,0.995,0.99234,0.15549,0.1324,0.73592,0.00368875,0.00368875,0.00368875
257,9675.24,0.23636,0.17339,0.79161,0.99955,0.99888,0.995,0.99236,0.15562,0.13255,0.73588,0.003664,0.003664,0.003664
258,9712.2,0.23634,0.17303,0.79082,0.99953,0.9989,0.995,0.99237,0.15604,0.13278,0.73588,0.00363925,0.00363925,0.00363925
259,9749.26,0.23418,0.17169,0.79192,0.99952,0.99891,0.995,0.99237,0.15646,0.13316,0.73587,0.0036145,0.0036145,0.0036145
260,9785.92,0.23347,0.17081,0.79048,0.99952,0.9989,0.995,0.99236,0.15678,0.13336,0.73587,0.00358975,0.00358975,0.00358975
261,9822.75,0.23462,0.1713,0.7917,0.99953,0.99892,0.995,0.99239,0.15731,0.1339,0.73583,0.003565,0.003565,0.003565
262,9859.41,0.23321,0.17102,0.79209,0.99945,0.99897,0.995,0.99239,0.15821,0.13452,0.73582,0.00354025,0.00354025,0.00354025
263,9896.67,0.23363,0.17157,0.79041,0.99954,0.99889,0.995,0.99237,0.15794,0.13425,0.73583,0.0035155,0.0035155,0.0035155
264,9933.6,0.23334,0.17113,0.79071,0.99953,0.9989,0.995,0.99235,0.15797,0.13441,0.73585,0.00349075,0.00349075,0.00349075
265,9970.39,0.23305,0.17025,0.7913,0.99954,0.9989,0.995,0.99237,0.15807,0.1345,0.73587,0.003466,0.003466,0.003466
266,10007.2,0.23253,0.17021,0.79247,0.99952,0.99886,0.995,0.99235,0.15807,0.13471,0.73588,0.00344125,0.00344125,0.00344125
267,10044.4,0.23167,0.16928,0.79154,0.9995,0.99886,0.995,0.99235,0.15807,0.13473,0.73586,0.0034165,0.0034165,0.0034165
268,10080.9,0.23142,0.16921,0.7906,0.99952,0.99886,0.995,0.99232,0.15805,0.13481,0.73586,0.00339175,0.00339175,0.00339175
269,10118.1,0.22946,0.16824,0.79111,0.9995,0.99886,0.995,0.99235,0.15779,0.13479,0.73584,0.003367,0.003367,0.003367
270,10154.9,0.23024,0.1685,0.79067,0.9995,0.99888,0.995,0.99235,0.15864,0.13544,0.73582,0.00334225,0.00334225,0.00334225
271,10191.9,0.23062,0.16899,0.79076,0.99952,0.99887,0.995,0.99237,0.15844,0.1354,0.73579,0.0033175,0.0033175,0.0033175
272,10228.8,0.22971,0.16794,0.78985,0.9994,0.99897,0.995,0.99236,0.15833,0.13552,0.73578,0.00329275,0.00329275,0.00329275
273,10265.6,0.23109,0.16889,0.79016,0.99941,0.99897,0.995,0.99239,0.15813,0.13552,0.73578,0.003268,0.003268,0.003268
274,10302.5,0.22972,0.16872,0.79029,0.9994,0.99898,0.995,0.99239,0.15806,0.13561,0.7358,0.00324325,0.00324325,0.00324325
275,10339.3,0.22881,0.1673,0.78995,0.9994,0.99899,0.995,0.99238,0.15806,0.13564,0.73579,0.0032185,0.0032185,0.0032185
276,10376.2,0.22875,0.1679,0.78987,0.99938,0.99898,0.995,0.99236,0.15842,0.13586,0.73583,0.00319375,0.00319375,0.00319375
277,10412.9,0.22736,0.16694,0.79163,0.9994,0.999,0.995,0.99236,0.15834,0.13597,0.73582,0.003169,0.003169,0.003169
278,10449.8,0.22859,0.1673,0.78959,0.99938,0.999,0.995,0.99235,0.15838,0.13582,0.73581,0.00314425,0.00314425,0.00314425
279,10486.7,0.22729,0.16654,0.791,0.9994,0.999,0.995,0.99236,0.15852,0.13591,0.73581,0.0031195,0.0031195,0.0031195
280,10523.3,0.22697,0.16629,0.79073,0.99939,0.99899,0.995,0.99235,0.15872,0.13598,0.73581,0.00309475,0.00309475,0.00309475
281,10560.5,0.22755,0.16674,0.79077,0.99938,0.99899,0.995,0.99236,0.15902,0.13621,0.73583,0.00307,0.00307,0.00307
282,10597.2,0.22764,0.1668,0.7904,0.99938,0.99899,0.995,0.99236,0.15913,0.13638,0.73577,0.00304525,0.00304525,0.00304525
283,10634.1,0.2262,0.16624,0.79106,0.99938,0.99898,0.995,0.99235,0.15933,0.13628,0.73578,0.0030205,0.0030205,0.0030205
284,10671.1,0.22566,0.1656,0.78984,0.99938,0.99899,0.995,0.99233,0.15974,0.13666,0.7358,0.00299575,0.00299575,0.00299575
285,10707.6,0.2266,0.16588,0.79082,0.99938,0.999,0.995,0.99234,0.16006,0.13692,0.7358,0.002971,0.002971,0.002971
286,10744.6,0.22453,0.16463,0.7896,0.99939,0.99902,0.995,0.99234,0.16052,0.13725,0.73584,0.00294625,0.00294625,0.00294625
287,10781.4,0.22534,0.16493,0.79111,0.99939,0.99901,0.995,0.99228,0.16096,0.13777,0.73586,0.0029215,0.0029215,0.0029215
288,10818.2,0.2257,0.16453,0.78935,0.99941,0.99901,0.995,0.99228,0.16156,0.13803,0.73592,0.00289675,0.00289675,0.00289675
289,10855,0.22404,0.16403,0.79068,0.99939,0.99898,0.995,0.99226,0.16236,0.13869,0.736,0.002872,0.002872,0.002872
290,10891.6,0.22356,0.16366,0.78978,0.99939,0.999,0.995,0.99223,0.16326,0.13953,0.73616,0.00284725,0.00284725,0.00284725
291,10928.5,0.22364,0.16426,0.7899,0.99933,0.999,0.995,0.99219,0.16419,0.14019,0.73637,0.0028225,0.0028225,0.0028225
292,10965.5,0.22246,0.16319,0.78992,0.99941,0.99893,0.995,0.99219,0.16443,0.14038,0.73632,0.00279775,0.00279775,0.00279775
293,11002.6,0.22268,0.16319,0.79163,0.99941,0.99893,0.995,0.99217,0.16507,0.14084,0.73641,0.002773,0.002773,0.002773
294,11039.7,0.22202,0.16292,0.78898,0.99945,0.9989,0.995,0.99217,0.16612,0.14166,0.73666,0.00274825,0.00274825,0.00274825
295,11076.7,0.22215,0.16288,0.78839,0.99946,0.99886,0.995,0.9921,0.16777,0.14259,0.73703,0.0027235,0.0027235,0.0027235
296,11113.7,0.22157,0.1626,0.79103,0.99945,0.99887,0.995,0.99199,0.16905,0.14363,0.73738,0.00269875,0.00269875,0.00269875
297,11150.5,0.223,0.16316,0.7897,0.9995,0.99885,0.995,0.99196,0.17085,0.14485,0.73781,0.002674,0.002674,0.002674
298,11187.5,0.22164,0.16201,0.78837,0.99946,0.99886,0.995,0.99192,0.17222,0.14594,0.73815,0.00264925,0.00264925,0.00264925
299,11224.4,0.22239,0.16259,0.7907,0.99945,0.99885,0.995,0.9919,0.1721,0.14581,0.73776,0.0026245,0.0026245,0.0026245
300,11261.3,0.22107,0.16204,0.78976,0.99946,0.99886,0.995,0.99188,0.17253,0.14605,0.73772,0.00259975,0.00259975,0.00259975
301,11298.3,0.22025,0.16131,0.79092,0.99946,0.99886,0.995,0.99188,0.1733,0.14676,0.73782,0.002575,0.002575,0.002575
302,11335.1,0.22062,0.16203,0.78906,0.99946,0.99886,0.995,0.99184,0.17345,0.1466,0.7377,0.00255025,0.00255025,0.00255025
303,11371.8,0.21736,0.15988,0.78941,0.99946,0.99886,0.995,0.99183,0.17406,0.14704,0.73767,0.0025255,0.0025255,0.0025255
304,11408.9,0.21916,0.16103,0.79046,0.99946,0.99886,0.995,0.99182,0.17446,0.14718,0.73765,0.00250075,0.00250075,0.00250075
305,11445.9,0.2185,0.15993,0.7914,0.99944,0.99886,0.995,0.99183,0.17499,0.14773,0.73768,0.002476,0.002476,0.002476
306,11482.5,0.21783,0.16008,0.78964,0.99943,0.99885,0.995,0.99174,0.17698,0.14942,0.7382,0.00245125,0.00245125,0.00245125
307,11519.5,0.21753,0.15973,0.78843,0.99944,0.99886,0.995,0.99175,0.17716,0.14941,0.73798,0.0024265,0.0024265,0.0024265
308,11556.3,0.21778,0.1597,0.78957,0.99944,0.99886,0.995,0.99172,0.17733,0.14953,0.7378,0.00240175,0.00240175,0.00240175
309,11593.4,0.21838,0.16031,0.78924,0.99944,0.99886,0.995,0.99175,0.17715,0.14922,0.73744,0.002377,0.002377,0.002377
310,11630.3,0.2166,0.1589,0.7893,0.99943,0.99885,0.995,0.99169,0.17858,0.15046,0.73764,0.00235225,0.00235225,0.00235225
311,11667,0.21622,0.15856,0.78929,0.99941,0.99886,0.995,0.99159,0.18008,0.15196,0.73801,0.0023275,0.0023275,0.0023275
312,11704.2,0.21585,0.15803,0.78861,0.9994,0.99886,0.995,0.99148,0.18268,0.15399,0.73896,0.00230275,0.00230275,0.00230275
313,11741.1,0.21706,0.15912,0.78992,0.99936,0.9989,0.995,0.99142,0.18481,0.15589,0.73946,0.002278,0.002278,0.002278
314,11778.1,0.21698,0.15856,0.78904,0.99939,0.99888,0.995,0.99139,0.18509,0.15624,0.7392,0.00225325,0.00225325,0.00225325
315,11814.8,0.21482,0.15733,0.7887,0.99942,0.99886,0.995,0.99148,0.18394,0.1551,0.73844,0.0022285,0.0022285,0.0022285
316,11851.6,0.21655,0.15869,0.78907,0.99944,0.99886,0.995,0.99146,0.18419,0.15534,0.73823,0.00220375,0.00220375,0.00220375
317,11888.6,0.21407,0.15695,0.78932,0.99938,0.9989,0.995,0.99128,0.18713,0.15794,0.73912,0.002179,0.002179,0.002179
318,11926.4,0.21482,0.15778,0.78958,0.99921,0.99904,0.995,0.99109,0.19095,0.16125,0.74041,0.00215425,0.00215425,0.00215425
319,11963,0.21635,0.15834,0.78902,0.99921,0.99899,0.995,0.99087,0.19388,0.1639,0.74128,0.0021295,0.0021295,0.0021295
320,12000,0.21353,0.15635,0.78907,0.99927,0.99895,0.995,0.99078,0.19506,0.1648,0.74139,0.00210475,0.00210475,0.00210475
321,12036.8,0.213,0.15626,0.78859,0.99923,0.99899,0.995,0.99085,0.19503,0.16477,0.74097,0.00208,0.00208,0.00208
322,12073.7,0.21293,0.15648,0.78929,0.99929,0.99892,0.995,0.9907,0.19806,0.16741,0.74199,0.00205525,0.00205525,0.00205525
323,12110.9,0.21267,0.1559,0.78875,0.99928,0.99894,0.995,0.99067,0.19859,0.16805,0.74183,0.0020305,0.0020305,0.0020305
324,12148,0.21335,0.15594,0.78939,0.99927,0.99899,0.995,0.99047,0.20178,0.17109,0.74293,0.00200575,0.00200575,0.00200575
325,12184.5,0.2119,0.15501,0.78904,0.99923,0.99899,0.995,0.99031,0.20372,0.17277,0.74363,0.001981,0.001981,0.001981
326,12221.6,0.21154,0.15499,0.78975,0.99929,0.99899,0.995,0.9905,0.2021,0.17094,0.74232,0.00195625,0.00195625,0.00195625
327,12258.2,0.2129,0.15553,0.78874,0.99928,0.9989,0.995,0.99015,0.20609,0.17484,0.74389,0.0019315,0.0019315,0.0019315
328,12295.3,0.21118,0.15486,0.78916,0.99928,0.9989,0.995,0.99009,0.20659,0.17515,0.74361,0.00190675,0.00190675,0.00190675
329,12332,0.20975,0.15385,0.78799,0.9993,0.99886,0.995,0.99004,0.20777,0.17606,0.74374,0.001882,0.001882,0.001882
330,12369.2,0.21062,0.15405,0.78957,0.9993,0.99886,0.995,0.99012,0.2069,0.17484,0.74294,0.00185725,0.00185725,0.00185725
331,12406.1,0.2106,0.15406,0.78923,0.99931,0.99891,0.995,0.99018,0.20688,0.1745,0.74239,0.0018325,0.0018325,0.0018325
332,12442.9,0.20997,0.15353,0.78806,0.99932,0.99889,0.995,0.98998,0.20949,0.17689,0.74324,0.00180775,0.00180775,0.00180775
333,12479.8,0.21083,0.15427,0.78717,0.9993,0.99886,0.995,0.98985,0.21139,0.17856,0.74351,0.001783,0.001783,0.001783
334,12516.8,0.2101,0.15373,0.78868,0.99932,0.99886,0.995,0.9898,0.21281,0.17995,0.74383,0.00175825,0.00175825,0.00175825
335,12553.5,0.20946,0.15324,0.78772,0.99919,0.99888,0.995,0.98952,0.21538,0.18233,0.74471,0.0017335,0.0017335,0.0017335
336,12590.6,0.20914,0.15331,0.78859,0.99932,0.99888,0.995,0.98972,0.21327,0.17992,0.74316,0.00170875,0.00170875,0.00170875
337,12627.6,0.20917,0.15361,0.78937,0.99932,0.99892,0.995,0.98981,0.21293,0.17907,0.74251,0.001684,0.001684,0.001684
338,12664.2,0.21036,0.15348,0.78808,0.99931,0.99898,0.995,0.99001,0.21149,0.17728,0.74136,0.00165925,0.00165925,0.00165925
339,12700.9,0.20925,0.15209,0.78989,0.99927,0.99897,0.995,0.99,0.21232,0.1777,0.74115,0.0016345,0.0016345,0.0016345
340,12738,0.20739,0.1524,0.78854,0.99931,0.99895,0.995,0.98981,0.21427,0.17955,0.74182,0.00160975,0.00160975,0.00160975
341,12774.6,0.20872,0.15304,0.78814,0.99931,0.99894,0.995,0.98972,0.21603,0.18143,0.74229,0.001585,0.001585,0.001585
342,12811.4,0.20594,0.15092,0.7887,0.99928,0.99886,0.995,0.98931,0.22016,0.18489,0.74378,0.00156025,0.00156025,0.00156025
343,12848.7,0.20814,0.15201,0.78739,0.99914,0.99886,0.99499,0.98895,0.22433,0.18908,0.74541,0.0015355,0.0015355,0.0015355
344,12885.5,0.20563,0.15098,0.78808,0.99906,0.99878,0.99499,0.98863,0.22865,0.19344,0.74704,0.00151075,0.00151075,0.00151075
345,12922.3,0.20731,0.15184,0.78825,0.99896,0.99866,0.99499,0.98819,0.23309,0.19843,0.74916,0.001486,0.001486,0.001486
346,12959,0.20489,0.1501,0.78828,0.99881,0.99869,0.99499,0.98773,0.23654,0.20223,0.75068,0.00146125,0.00146125,0.00146125
347,12995.9,0.20625,0.15078,0.78963,0.99897,0.99828,0.99498,0.98695,0.24453,0.21208,0.75481,0.0014365,0.0014365,0.0014365
348,13033,0.20646,0.15122,0.78758,0.99893,0.99809,0.99498,0.98644,0.24856,0.21714,0.75663,0.00141175,0.00141175,0.00141175
349,13069.8,0.20616,0.15077,0.78848,0.99902,0.99822,0.99499,0.98688,0.24701,0.21439,0.75514,0.001387,0.001387,0.001387
350,13106.9,0.20493,0.14988,0.78788,0.99902,0.99818,0.99498,0.98674,0.24808,0.21539,0.75526,0.00136225,0.00136225,0.00136225
351,13143.5,0.20646,0.15124,0.787,0.99871,0.99787,0.99497,0.98605,0.25457,0.22382,0.75855,0.0013375,0.0013375,0.0013375
352,13180.6,0.20397,0.14924,0.78778,0.99867,0.99772,0.99497,0.98577,0.25734,0.22741,0.75998,0.00131275,0.00131275,0.00131275
353,13217.5,0.20421,0.1496,0.78774,0.99872,0.99804,0.99498,0.98616,0.25348,0.22172,0.75736,0.001288,0.001288,0.001288
354,13254.4,0.20561,0.14997,0.78887,0.99895,0.99811,0.99498,0.98646,0.25154,0.2183,0.75545,0.00126325,0.00126325,0.00126325
355,13291.1,0.20187,0.1478,0.78818,0.99888,0.99802,0.99498,0.98615,0.25425,0.22102,0.7563,0.0012385,0.0012385,0.0012385
